"","Tender_ID","S.No.","AOC.Date","e.Published.Date","Title.and.Ref.No..Tender.Id","State.Name","Organisation.Name","Tender.Ref..No.","Tender.Description","Tender.Type","Number.of.bids.received","Name.of.the.selected.bidder.s.","Address.of.the.selected.bidder.s.","Contract.Value","Tender.Published.Date","Contract.Date","Date.of.Completion.Completion.Period.in.Days","Sno","award_date","Published_date","Title_description","State_name","number_days","day_category"
"332","2020_DGPCS_85823_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57958",2020-08-15,2020-03-27,"SUPLLY OF VAGITABLES AND FRUITS/ 264/NIRWAH KHARGONE SABJI 19/03/2020 / 2020_DGPCS_85823_1","Madhya Pradesh",141,"(60,Inf]"
"333","2020_DGPCS_85826_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57960",2020-08-15,2020-03-27,"SUPPLY OF SAFAI AND ELECTRICAL ITEMS DISTRICT JAIL KHARGONE/ 264/NIRWAH SWACHHTA AND ELECTRICAL ITEMS / 2020_DGPCS_85826_1","Madhya Pradesh",141,"(60,Inf]"
"334","2020_DGPCS_85828_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57938",2020-08-15,2020-03-27,"SUPPLY ITEMS OF VIBHAGIYA WORKS/ 264/NIRWAH-VIBHAGIYA WORKS/KHARGONE 19/03/2020 / 2020_DGPCS_85828_1","Madhya Pradesh",141,"(60,Inf]"
"335","2020_DGPCS_86169_1",13296,2020-07-24,2020-04-08,"SANITATION PRODUCT SUPPLY FOR DISTRICT JAIL HARDA/ 549/18/03/2020/HARDAJAIL / 2020_DGPCS_86169_1","Madhya Pradesh"," Director General of Prisons and Correctional Services||District Jail Harda "," 549/18032020/HARDAJAIL "," FOOD SUPPLY FOR DISTRICT JAIL HARDA "," Goods ",5," ISHIKA TRADE,NAMOKAR TRADERS ","  ",1371690," 08-Apr-2020 10:05 AM ",2020-07-24," 01-Jan-1970 05:30 AM ","57150",2020-07-24,2020-04-08,"SANITATION PRODUCT SUPPLY FOR DISTRICT JAIL HARDA/ 549/18/03/2020/HARDAJAIL / 2020_DGPCS_86169_1","Madhya Pradesh",107,"(60,Inf]"
"336","2020_DGPCS_86170_1",13277,2020-07-24,2020-04-08,"ELECTRIC AND WATER SUPPLY PRODUCT SUPPLY FOR DISTRICT JAIL HARDA/ 549/18/03/2020/HARDAJAIL / 2020_DGPCS_86170_1","Madhya Pradesh"," Cheif Engineer Bareilly Zone PWD Bareilly||SE BAREILLY CIRCLE PWD BAREILLY ||EE CONSTRUCTION DIVISION-1 PWD SHAHJAHANPUR "," 917/12A Date 17-03-2020 "," Renewal of Katra Railway Feader to Ramapur Rahera Link Road. "," Works ",2," m/s shree mahakal construction ","  ",3009746.35," 08-Apr-2020 02:00 PM ",2020-07-09," 01-Jan-1970 05:30 AM ","57132",2020-07-24,2020-04-08,"ELECTRIC AND WATER SUPPLY PRODUCT SUPPLY FOR DISTRICT JAIL HARDA/ 549/18/03/2020/HARDAJAIL / 2020_DGPCS_86170_1","Madhya Pradesh",107,"(60,Inf]"
"337","2020_DGPCS_86184_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57127",2020-08-15,2020-04-08,"kadanay samgari/ 488/SARANGPUR / 2020_DGPCS_86184_1","Madhya Pradesh",129,"(60,Inf]"
"338","2020_DGPCS_86186_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57128",2020-08-15,2020-04-08,"sanition samgri/ 488/sarangpur / 2020_DGPCS_86186_1","Madhya Pradesh",129,"(60,Inf]"
"339","2020_DGPCS_86188_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57126",2020-08-15,2020-04-08,"vagitable/ 488/sarangpur / 2020_DGPCS_86188_1","Madhya Pradesh",129,"(60,Inf]"
"340","2020_DGPCS_86229_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56994",2020-12-15,2020-04-09,"supply of vegitables and fruits/ 353/nirwah/jobat/05-04-2020 / 2020_DGPCS_86229_1","Madhya Pradesh",250,"(60,Inf]"
"341","2020_DGPCS_86230_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56993",2020-12-15,2020-04-09,"supply of sanatory and electrical goods/ 353/nirwah/jobat/05-04-2020 / 2020_DGPCS_86230_1","Madhya Pradesh",250,"(60,Inf]"
"342","2020_DGPCS_86277_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56853",2020-08-18,2020-04-10,"Supply of sanitation item/ 327/nirvah/09-04-2020 / 2020_DGPCS_86277_1","Madhya Pradesh",130,"(60,Inf]"
"343","2020_DGPCS_86773_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55852",2020-07-19,2020-04-21,"SUPPLY OF FOODS AND VEGETABLES MATERIAL FOR PRISONERS/ FOODS VEGETABLES /NIRAVH/BADNAWAR/2020-21 / 2020_DGPCS_86773_1","Madhya Pradesh",89,"(60,Inf]"
"344","2020_DGPCS_86970_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55460",2020-09-03,2020-04-23,"SUPPLY OF EDIBLE GOODS AT DISTRICT JAIL RAJGARH/ 01/NIRWAH/RAJGARH/23-04-2020 / 2020_DGPCS_86970_1","Madhya Pradesh",133,"(60,Inf]"
"345","2020_DGPCS_87306_1",11647,2020-08-07,2020-04-27,"supply for food items in damoh jail/ 374/nirvah/2020 damoh dated 27.04.2020 / 2020_DGPCS_87306_1","Madhya Pradesh"," Haryana Government||Urban Local Bodies||MC Sonepat "," Job No.1811/XEN/MCS "," Providing Conservancy Service for Municipal Corporation Sonepat old ward no. 22 to 31 are villages Baiyapur Khurd part, Baiyapur part and Lehrara including Sweeping in all above mentioned wards streets, providing regular Road Sweeping, Cleaning and d "," Works ",9," POOJA CONSULATION COMPANY ","  ",1," 27-Apr-2020 06:30 PM ",2020-05-07," 01-Jan-1970 05:30 AM ","54776",2020-08-07,2020-04-27,"supply for food items in damoh jail/ 374/nirvah/2020 damoh dated 2704.2020 / 2020_DGPCS_87306_1","Madhya Pradesh",102,"(60,Inf]"
"346","2020_DGPCS_87309_1",11639,2020-08-06,2020-04-27,"supply for vegetables and fruits items/ 374/nirvah/2020 damoh dated 27.04.2020 / 2020_DGPCS_87309_1","Madhya Pradesh"," MUNICIPAL AFFAIRS DEPARTMENT||URBAN LOCAL BODIES||GANGARAMPORE "," 1204/ PW- 01/2020-21 "," Repairing and Strengthening of Bituminous road from Bora-bazar to Purbasha Club  in ward no -07 under Gangarampur Municipality. "," Works ",2," Dipu Prasad,M/s. REMCO ","  ",900621.39," 27-Apr-2020 06:55 PM ",2020-05-12," 01-Jan-1970 05:30 AM ","54763",2020-08-06,2020-04-27,"supply for vegetables and fruits items/ 374/nirvah/2020 damoh dated 2704.2020 / 2020_DGPCS_87309_1","Madhya Pradesh",101,"(60,Inf]"
"347","2020_DGPCS_87530_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54374",2020-08-19,2020-04-29,"SWACHTA SAMAGRI CENTRAL JAIL NARSINGHPUR/ 2047/SWACHTA SAMAGRI/CENTRAL JAIL NARSINGHPUR / 2020_DGPCS_87530_1","Madhya Pradesh",112,"(60,Inf]"
"348","2020_DGPCS_87768_1",10932,2020-07-28,2020-05-01,"TENDER FOR MEDICINE SUPPLY/ 735/4MEDICIANSUPPLY/LAVKUS/20 / 2020_DGPCS_87768_1","Madhya Pradesh"," Director General of Prisons and Correctional Services "," 735/4MEDICIANSUPPLY/LAVKUS/20 "," TENDER FOR MEDICINE SUPPLY "," Services ",3," MANOJ MEDICAL STORE ","  ",150000," 01-May-2020 05:40 PM ",2020-07-28," 01-Jan-1970 05:30 AM ","53790",2020-07-28,2020-05-01,"TENDER FOR MEDICINE SUPPLY/ 735/4MEDICIANSUPPLY/LAVKUS/20 / 2020_DGPCS_87768_1","Madhya Pradesh",88,"(60,Inf]"
"349","2020_DGPCS_87830_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53785",2020-10-07,2020-05-01,"Supply of Food material in Dist Jail Panna/ 361/1 / 2020_DGPCS_87830_1","Madhya Pradesh",159,"(60,Inf]"
"350","2020_DGPCS_87832_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53784",2020-10-07,2020-05-01,"Supply of Fruits and veg inDist Jail Panna/ 361/2 / 2020_DGPCS_87832_1","Madhya Pradesh",159,"(60,Inf]"
"351","2020_DGPCS_87833_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53786",2020-10-07,2020-05-01,"Supply of cleaning Material in Dist Jail Panna/ 361/3 / 2020_DGPCS_87833_1","Madhya Pradesh",159,"(60,Inf]"
"352","2020_DGPCS_87976_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53413",2020-08-10,2020-05-04,"SUPPLY OF FOOD MATERIAL IN DISTRICT JAIL RAISEN/ 380/FOOD/RAISEN/2020 / 2020_DGPCS_87976_1","Madhya Pradesh",98,"(60,Inf]"
"353","2020_DGPCS_87978_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53417",2020-08-10,2020-05-04,"SUPPLY OF VEGETABLE MATERIAL IN DISTRICT JAIL RAISEN/ 380/VEGETABLE/RAISEN/2020 / 2020_DGPCS_87978_1","Madhya Pradesh",98,"(60,Inf]"
"354","2020_DGPCS_87981_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53395",2020-08-10,2020-05-04,"SUPPLY OF MEDICINE IN DISTRICT JAIL RAISEN/ 380/MEDICINE/RAISEN/2020 / 2020_DGPCS_87981_1","Madhya Pradesh",98,"(60,Inf]"
"355","2020_DGPCS_88642_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51936",2020-08-05,2020-05-09,"Supply of Food Item at Jila Jail Anuppur Distt Anuppur/ 396 Dt 0505.20 / 2020_DGPCS_88642_1","Madhya Pradesh",88,"(60,Inf]"
"356","2020_DGPCS_88643_1",9767,2020-08-05,2020-05-09,"Supply of Genral Item at Jila Jail Anuppur Distt Anuppur/ 396 Dt 05.05.20 / 2020_DGPCS_88643_1","Madhya Pradesh"," Directorate Urban Administration and Development||Muncipal Corporations - UAD||Muncipal Corporation - Satna - UAD "," 04/02/Nirman/MC Satna/Dated 08/05/2020 "," Construction of RCC Drain Various places of Jail Road Basti in Hanuman Nagar New Basti Ward No 15 "," Works ",6," SHAMLA JI CONSTRUCTION ","  ",3804390," 09-May-2020 03:30 PM ",2020-07-17," 01-Jan-1970 05:30 AM ","51933",2020-08-05,2020-05-09,"Supply of Genral Item at Jila Jail Anuppur Distt Anuppur/ 396 Dt 0505.20 / 2020_DGPCS_88643_1","Madhya Pradesh",88,"(60,Inf]"
"357","2020_DGPCS_88644_1",9766,2020-08-05,2020-05-09,"Supply of vegitable Item at Jila Jail Anuppur Distt Anuppur/ 396 Dt 05.05.20 / 2020_DGPCS_88644_1","Madhya Pradesh"," Director General of Prisons and Correctional Services||District Jail Anuppur "," 396 Dt 05.05.20 "," Supply of vegitable Item at Jila Jail Anuppur Distt Anuppur "," Services ",5," Joshi Trades,Saurabh Enterprises,FARID KHAN ","  ",866000," 09-May-2020 03:30 PM ",2020-08-05," 01-Jan-1970 05:30 AM ","51931",2020-08-05,2020-05-09,"Supply of vegitable Item at Jila Jail Anuppur Distt Anuppur/ 396 Dt 0505.20 / 2020_DGPCS_88644_1","Madhya Pradesh",88,"(60,Inf]"
"358","2020_DGPCS_88769_1",9559,2020-08-07,2020-05-11,"SUPPLY OF VEGETABLE MATERIAL IN SUB JAIL GANJBASODA/ 523/GANJBASODA/VEG/2020 / 2020_DGPCS_88769_1","Madhya Pradesh"," PWD- Roads and Bridges||Bhopal CE Capital Zone - PWD||Hoshangabad  EE Zone Capital  PWD "," 08/2020/e-Tender/Hbad/Dt. 05.05.2020 "," B.T. Renewal in Km. 1 to 7/2 on Semri Dobh road. 1st Call, PAC Rs. 49.00 Lacs on Road SOR 29.08.2017 (Ammendment upto date), Completion period 90 days. "," Works ",2," SHRI DADAJI AND COMPANY ","  ",4900000," 11-May-2020 03:00 PM ",2020-07-15," 01-Jan-1970 05:30 AM ","51605",2020-08-07,2020-05-11,"SUPPLY OF VEGETABLE MATERIAL IN SUB JAIL GANJBASODA/ 523/GANJBASODA/VEG/2020 / 2020_DGPCS_88769_1","Madhya Pradesh",88,"(60,Inf]"
"359","2020_DGPCS_94468_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37814",2020-09-29,2020-06-20,"Supply of Food item/ 600-1/JAWAD/20-21 / 2020_DGPCS_94468_1","Madhya Pradesh",101,"(60,Inf]"
"360","2020_DGPCS_95407_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35574",2020-10-07,2020-06-26,"Supply of Cleaning Item District Jail Mandla (MP)/ 1683/Nirvah/2020/Mandla Dt.25.06.2020 / 2020_DGPCS_95407_1","Madhya Pradesh",103,"(60,Inf]"
"361","2020_DGPCS_95428_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35434",2020-08-26,2020-06-26,"PRINTING PRESS AND SUPPLY/ 821/UDHYOG/20 INDORE, DINANK 22/06/2020 / 2020_DGPCS_95428_1","Madhya Pradesh",61,"(60,Inf]"
"362","2020_DGPCS_95438_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35422",2020-08-18,2020-06-26,"supply of vegitables item CENTRAL JAIL  AND JILA JAIL INDORE/ 1390/NIRWAH/INDORE,DINANK 21/06/2020 / 2020_DGPCS_95438_1","Madhya Pradesh",53,"(20,60]"
"363","2020_DGPCS_95597_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35363",2020-10-05,2020-06-26,"Supply of Vegetable Item Sub Jail Sihora Distt Jabalpur (M.P)/ 02/Nirvah/2020 Sihora Dt. 22.06.2020 / 2020_DGPCS_95597_1","Madhya Pradesh",101,"(60,Inf]"
"364","2020_DGPCS_95679_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35017",2020-08-26,2020-06-27,"SUPPLY OF BADHAI AND LEATHER/ 821/UDHYOG/INDORE,DINANK 22/06/2020 / 2020_DGPCS_95679_1","Madhya Pradesh",60,"(20,60]"
"365","2020_DGPCS_95821_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34941",2020-08-20,2020-06-27,"supply of Bhavan samagri in central jail jabalpur/ 3191/nirwah/2020/jbp/20/06 / 2020_DGPCS_95821_1","Madhya Pradesh",54,"(20,60]"
"366","2020_DGPCS_95824_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34940",2020-08-20,2020-06-27,"supply of  Annya samagri in central jail jabalpur/ 3191/nirwah/2020/jbp/20/06 / 2020_DGPCS_95824_1","Madhya Pradesh",54,"(20,60]"
"367","2020_DGPCS_96045_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34394",2020-10-06,2020-06-30,"SUPPLY OF CLEANILINESS, ELECTRICAL AND BUILDING MATERIAL/ 02/2035/msk/Garoth jail / 2020_DGPCS_96045_1","Madhya Pradesh",98,"(60,Inf]"
"368","2020_DGPCS_96274_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33783",2020-08-11,2020-07-01,"SUPPLY FOR BULDING MATERAL DISTRICT JAIL BETUL/ NIT/1544/27/06/2020 BULDING MATERIAL / 2020_DGPCS_96274_1","Madhya Pradesh",41,"(20,60]"
"369","2020_DGPCS_96281_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33773",2020-08-16,2020-07-01,"AS FOR SUPPLY GENRICE MEDICION  DISTRICT JAIL BETUL/ NIT/1544/27/06/2020 GENRIC MEDICION / 2020_DGPCS_96281_1","Madhya Pradesh",46,"(20,60]"
"370","2020_DGPCS_96283_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33776",2020-08-10,2020-07-01,"SCAN COPY DOCUMENT IS NIVIDA/ NIT/1544/27/06/2020 BRANDED MEDCION / 2020_DGPCS_96283_1","Madhya Pradesh",40,"(20,60]"
"371","2020_DGPCS_96288_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33927",2020-08-21,2020-07-01,"SUPPLY OF SWACHTA MATERIALAND OTHER ITEM   SUB JAIL MAUGANJ/ Mauganjjail/2019-2020 second call / 2020_DGPCS_96288_3","Madhya Pradesh",51,"(20,60]"
"372","2020_DGPCS_96351_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33505",2020-08-16,2020-07-02,"AS FOR SUPPLY SANITION  DISTRICT JAIL BETUL/ NIVDA1544/BETUL/27-06-2020 SANITITION / 2020_DGPCS_96351_1","Madhya Pradesh",45,"(20,60]"
"373","2020_DGPCS_96535_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33362",2020-11-23,2020-07-02,"SUPPLY OF MEDECINES, PATHOLOGY TEST, MEDICAL EQUIPMENTS/ 618/CJBARWANI/JULY2020 / 2020_DGPCS_96535_1","Madhya Pradesh",144,"(60,Inf]"
"374","2020_DGPCS_96663_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32908",2020-10-24,2020-07-03,"SUPPLY SANITATION AND ELECTRICAL ITEM/ 117/SENDHWA/0107.2020 / 2020_DGPCS_96663_1","Madhya Pradesh",113,"(60,Inf]"
"375","2020_DGPCS_96707_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32769",2020-10-14,2020-07-03,"Supply of Food Item Sub Jail Piparia  Distt Hoshangabad/ Piparia / Food TENDERDt. 03.07.2020 / 2020_DGPCS_96707_1","Madhya Pradesh",103,"(60,Inf]"
"376","2020_DGPCS_97215_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30741",2020-09-03,2020-07-09,"SUPPLY OF FOOD MATERIAL, VEGETABLES AND FRUITS AT CENTRAL JAIL SATNA/ 524/NIRWAH/2020 / 2020_DGPCS_97215_1","Madhya Pradesh",56,"(20,60]"
"377","2020_DGPCS_97378_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30443",2020-09-21,2020-07-09,"TENDER FOR FOOD SUPPLY/ 2598/1FOODSUPPLY/CHHATP/20 / 2020_DGPCS_97378_1","Madhya Pradesh",74,"(60,Inf]"
"378","2020_DGPCS_97512_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30076",2020-09-18,2020-07-10,"VEGETABLE SUPPLY/ 05/NIRWAH/GWALIOR/VEGETABLE / 2020_DGPCS_97512_1","Madhya Pradesh",70,"(60,Inf]"
"379","2020_DGPCS_97539_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30074",2020-10-21,2020-07-10,"FOOD ITEM SUPLLY DIST JAIL VIDISHA/ 1019/NIRVAHA/2020 / 2020_DGPCS_97539_1","Madhya Pradesh",103,"(60,Inf]"
"380","2020_DGPCS_99434_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25142",2020-12-14,2020-07-27,"SUPPLY OF EDIBLE GOODS AT DISTRICT JAIL GUNA/ 1161 / NIRWAH /20 GUNA DINANK 20-07-2020 / 2020_DGPCS_99434_1","Madhya Pradesh",140,"(60,Inf]"
"381","2020_DGPCS_99436_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25143",2020-12-14,2020-07-27,"SUPPLY OF SANITATION , ELECTRICAL AND OTHER GOODS AT DISTRICT JAIL GUNA/ 1161 / NIRWAH /20 GUNA DINANK 20-07-2020 / 2020_DGPCS_99436_1","Madhya Pradesh",140,"(60,Inf]"
"382","2020_DGPCS_99437_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25145",2020-12-14,2020-07-27,"SUPPLY OF MEDICINES AT DISTRICT JAIL GUNA/ 1161 / NIRWAH /20 GUNA DINANK 20-07-2020 / 2020_DGPCS_99437_1","Madhya Pradesh",140,"(60,Inf]"
"383","2020_DGPCS_99814_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24265",2020-11-09,2020-07-29,"Food item/ 2020_DGPCS_Food_2 / 2020_DGPCS_99814_1","Madhya Pradesh",103,"(60,Inf]"
"384","2020_DGPCS_99825_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24266",2020-11-09,2020-07-29,"Cleaning Material/ 2020_DGPCS_cleaning_3 / 2020_DGPCS_99825_1","Madhya Pradesh",103,"(60,Inf]"
"385","2020_DGPCS_99830_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24254",2020-11-09,2020-07-29,"Vegitable/ 2020_DGPCS_Vegetable_3 / 2020_DGPCS_99830_1","Madhya Pradesh",103,"(60,Inf]"
"386","2020_DHAS_193461_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20002",2020-10-01,2020-08-14,"Annual Maintenance Contract of Medical Gas Pipe Line System including Manifold/ F24/35/2017-18/DHAS/RM/Tender Medical Gas Plant / 2020_DHAS_193461_1","NCT of Delhi",48,"(20,60]"
"387","2020_DHE_296341_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9032",2020-11-18,2020-09-23,"Supply of laboratory equipment for department of biosciences and chemistry/ MM/RUSA/ET-8/2020 / 2020_DHE_296341_4","West Bengal",56,"(20,60]"
"388","2020_DHFW_44545_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67157",2020-05-27,2020-03-03,"Construction of 30 Bedded MCH Building at SDH Budhlada District Mansa/ PHSC/EE (W)/2019-20/39 / 2020_DHFW_44545_4","Punjab",85,"(60,Inf]"
"389","2020_DHFW_44545_5",10282,2020-06-19,2020-05-06,"Construction of 30 Bedded MCH Building at Jagraon District Ludhiana/ PHSC/EE (W)/2019-20/39 / 2020_DHFW_44545_5","Punjab"," Department of Health and Family Welfare||Punjab Health System Corporation||Engineering Wing "," PHSC/EE (W)/2019-20/39 "," Construction of 30 Bedded MCH Building at Jagraon District Ludhiana "," Works ",6," M/s Sandeep Kumar Contractor,M/s GOYAL BUILDERS,Gulraj Singh Nagi,M/s BHULLAR CONSTRUCTIONS,S.K. Builders,KALRA ENTERPRISES ","  ",78968000," 06-May-2020 11:20 AM ",2020-06-19," 01-Jan-1970 05:30 AM ","52871",2020-06-19,2020-05-06,"Construction of 30 Bedded MCH Building at Jagraon District Ludhiana/ PHSC/EE (W)/2019-20/39 / 2020_DHFW_44545_5","Punjab",44,"(20,60]"
"390","2020_DHFW_44661_5",10279,2020-06-19,2020-05-06,"Construction of CHC Doraha District Ludhiana/ PHSC/EE (W)/2019-20/40 / 2020_DHFW_44661_5","Punjab"," RDD-CEO-KOLHAPUR||KOLHAPUR-Dy. CEO V.P.||SHIROL||SHIRATI "," 03/2019-20 "," Construction of Gutter for S.C. Vasti at Shirati, Tal.Shirol, Dist.Kolhapur "," Works ",3," laxman mahadev bhosale ","  ",599976.07," 06-May-2020 12:00 PM ",2020-06-12," 01-Jan-1970 05:30 AM ","52867",2020-06-19,2020-05-06,"Construction of CHC Doraha District Ludhiana/ PHSC/EE (W)/2019-20/40 / 2020_DHFW_44661_5","Punjab",44,"(20,60]"
"391","2020_DHFW_46934_3",12739,2020-06-30,2020-04-17,"Supply of PPE Kits/ E-Tender/Proc-Cov/2020/NHM-2 / 2020_DHFW_46934_3","Punjab"," U.P. Co Operative Union Limited||Regional Office Moradabad "," 04/PCU/MS/2020-21(10) "," Transportations of wheat at Kanakpur "," Services ",2," GOYAL TRADERS,JAYPRAKASH ","  ",1544.213," 17-Apr-2020 09:00 AM ",2020-05-07," 01-Jan-1970 05:30 AM ","56386",2020-06-30,2020-04-17,"Supply of PPE Kits/ E-Tender/Proc-Cov/2020/NHM-2 / 2020_DHFW_46934_3","Punjab",74,"(60,Inf]"
"392","2020_DHFW_48653_8",3471,2020-07-24,2020-06-12,"Providing and Installation of Medical Gas Pipe Line System at SDH Dera Bassi, SDH Kharar/ PHSC/EE (W)/2020-21/07 / 2020_DHFW_48653_8","Punjab"," Department of Health and Family Welfare||Punjab Health System Corporation||Engineering Wing "," PHSC/EE (W)/2020-21/07 "," Providing and Installation of Medical Gas Pipe Line System at SDH Dera Bassi, SDH Kharar "," Works ",3," medical eleborate concept pvt ltd,MEDLIN INSTALLATINS,FIBRE SHAKTI INDUSTRIES PRIVATE LIMITED ","  ",6059000," 12-Jun-2020 05:10 PM ",2020-07-24," 01-Jan-1970 05:30 AM ","40748",2020-07-24,2020-06-12,"Providing and Installation of Medical Gas Pipe Line System at SDH Dera Bassi, SDH Kharar/ PHSC/EE (W)/2020-21/07 / 2020_DHFW_48653_8","Punjab",42,"(20,60]"
"393","2020_DHFW_49117_2",1835,2020-08-05,2020-06-25,"Providing and Installation of Medical Gas Pipe Line System at DH Sri Mukatsar Sahib, SDH Malout, SDH Gidderbaha/ PHSC/EE (W)/2020-21/10 / 2020_DHFW_49117_2","Punjab"," Department of Health and Family Welfare||Punjab Health System Corporation||Engineering Wing "," PHSC/EE (W)/2020-21/10 "," Providing and Installation of Medical Gas Pipe Line System at DH Sri Mukatsar Sahib, SDH Malout, SDH Gidderbaha "," Works ",4," medical eleborate concept pvt ltd,KALRA ENTERPRISES ","  ",13718000," 25-Jun-2020 12:10 PM ",2020-08-05," 01-Jan-1970 05:30 AM ","35868",2020-08-05,2020-06-25,"Providing and Installation of Medical Gas Pipe Line System at DH Sri Mukatsar Sahib, SDH Malout, SDH Gidderbaha/ PHSC/EE (W)/2020-21/10 / 2020_DHFW_49117_2","Punjab",41,"(20,60]"
