"","Sno","award_date","Published_date","Title_description","State_name","Tender_ID","number_days","day_category"
"596","54694",2020-05-07,2020-04-28,"Constructing Concrete Road To Smashanbhumi At Navagaon ( VP Navagaon ) Tal.Navapur Dist. Nandurbar/ GP/ Navagaon/materials/2020-21 / 2020_NANDU_573411_1","Maharashtra","2020_NANDU_573411_1",9,"(0,20]"
"597","54656",2020-06-22,2020-04-28,"Providing WBM, BT Surface To Kalmath Boudhwadi Smashanbhumi Road Tal Kankavali/ VP/Kalmath/E-Tender/57/2020 / 2020_SINDH_573441_1","Maharashtra","2020_SINDH_573441_1",55,"(20,60]"
"598","54598",2020-09-30,2020-04-28,"N 95 Masks( 10,000 Nos) to the Govt Medical College Kozhikode/ GMCKKD/1302/2020-S6 / 2020_DME_353494_2","Kerala","2020_DME_353494_2",155,"(60,Inf]"
"599","54479",2020-05-19,2020-04-29,"Est No. KUESD / OW /1101 / 2020-21 Providing 100 kVA DG Set to corona isolation ward at Trauma care  District Civil Hospital Sindhudurgnagari, Tal - Kudal, Dist. Sindhudurg/ E TENDER  NOTICE  NO  02 OF 2020-2021 / 2020_PWDM_573545_1","Maharashtra","2020_PWDM_573545_1",20,"(0,20]"
"600","54426",2020-05-18,2020-04-29,"Fan rewinding and servicing works of cooling fans of Power ICT/ T-03 (Short-Term)/400 KV/SSD/GKP/2020-21 / 2020_UPTCL_463941_1","Uttar Pradesh","2020_UPTCL_463941_1",19,"(0,20]"
"601","54402",2020-10-15,2020-04-29,"WSS to Parassala and adj villages and Marukil and Maranalloor    villages in Thiruvananthapuram   District Design  Construction and commissioning of 1017LL capacity OHSR at    Dhanuvachapuram and allied works/ 01/2020-21/KWA/PHC/D2/TVM / 2020_KWA_354494_1","Kerala","2020_KWA_354494_1",169,"(60,Inf]"
"602","54371",2020-07-18,2020-04-29,"Cooked Food Supply/ 1234568 / 2020_DHS_86736_1","Madhya Pradesh","2020_DHS_86736_1",80,"(60,Inf]"
"603","54374",2020-08-19,2020-04-29,"SWACHTA SAMAGRI CENTRAL JAIL NARSINGHPUR/ 2047/SWACHTA SAMAGRI/CENTRAL JAIL NARSINGHPUR / 2020_DGPCS_87530_1","Madhya Pradesh","2020_DGPCS_87530_1",112,"(60,Inf]"
"604","54343",2020-07-28,2020-04-29,"Painting of electrical equipment at 66 kV S/Stn Govindpuri and Papermill including labour and material/ ENIT-04/TSYNR/2020-21 Dated 29.04.2020 / 2020_HBC_127243_1","Haryana","2020_HBC_127243_1",90,"(60,Inf]"
"605","54327",2020-07-28,2020-04-29,"Construction of Project facilitating Centre/Guest house of Water Resources Department at Dibrugarh (Ph-II)/ DIB/SOPDG/GHPHII/2019-20/1 / 2020_DoWR_17376_1","Assam","2020_DoWR_17376_1",90,"(60,Inf]"
"606","54328",2020-07-18,2020-04-29,"Tender For Supply Of Computer Laptop Periferal And Software/ 29042020_1 / 2020_DHS_87586_1","Madhya Pradesh","2020_DHS_87586_1",80,"(60,Inf]"
"607","54319",2020-07-18,2020-04-29,"Tender For Photocopy And Stationery Supply/ 29042020 / 2020_DHS_87554_1","Madhya Pradesh","2020_DHS_87554_1",80,"(60,Inf]"
"608","54301",2020-09-10,2020-04-29,"SUPPLY AND INSTALLATION OF CENTRAL OXYGEN PIPILINE(MURTIJAPUR AND BARSHITAKLI)/ COP / 2020_DHS_573751_1","Maharashtra","2020_DHS_573751_1",134,"(60,Inf]"
"609","54172",2020-06-27,2020-04-30,"SUPPLY OF VIRAL TRANSPORT SYSTEM FOR DISTRICT HOSPITAL SINDHUDURG/ E-06/DHS/COVID19/DPC/2020-21 / 2020_DHS_573806_1","Maharashtra","2020_DHS_573806_1",58,"(20,60]"
"610","54151",2020-07-03,2020-04-30,"Supply of 120 MT. liquid Poly Aluminium Chloride (PAC)....under Control of WS Sector, KMDA(including GST etc)/ 32/SE(EC)/W and S/KMDA of 2019-2020 / 2020_KMDA_282339_1","West Bengal","2020_KMDA_282339_1",64,"(60,Inf]"
"611","54092",2020-07-03,2020-04-30,"Special repair for renovation of Sub Health Centre at village Ramana Ramani in Karnal Distt/ Re-invited Special repair for renovation of Sub He / 2020_HRY_127287_1","Haryana","2020_HRY_127287_1",64,"(60,Inf]"
"612","53901",2020-06-05,2020-05-01,"Electrification work of A/R, S/R, Original Work / MOW / Renovation / Deposit work of Non Residential Buildings under MY. Hospital Section for COVID-19 (Urgent Work) E/M Sub-Division Indore./ 4/SAC/EM/INDORE/2020-21 Date 30.04.20 / 2020_PWDRB_87717_1","Madhya Pradesh","2020_PWDRB_87717_1",35,"(20,60]"
"613","53883",2020-06-04,2020-05-01,"Desilting/cleaning of SW. RCC pipe sewer including brick masonry manhole chamber of running sewer line at Bhanguri distributory to behind Govt. Sr. Sec. School an Pawan Medical New Colony to Agra Chowk in Palwal Town and all other works contingent/ SE Pwl No.3461 dated 09.04.2020 / 2020_HRY_127247_1","Haryana","2020_HRY_127247_1",34,"(20,60]"
"614","53784",2020-10-07,2020-05-01,"Supply of Fruits and veg inDist Jail Panna/ 361/2 / 2020_DGPCS_87832_1","Madhya Pradesh","2020_DGPCS_87832_1",159,"(60,Inf]"
"615","53785",2020-10-07,2020-05-01,"Supply of Food material in Dist Jail Panna/ 361/1 / 2020_DGPCS_87830_1","Madhya Pradesh","2020_DGPCS_87830_1",159,"(60,Inf]"
"616","53786",2020-10-07,2020-05-01,"Supply of cleaning Material in Dist Jail Panna/ 361/3 / 2020_DGPCS_87833_1","Madhya Pradesh","2020_DGPCS_87833_1",159,"(60,Inf]"
"617","53790",2020-07-28,2020-05-01,"TENDER FOR MEDICINE SUPPLY/ 735/4MEDICIANSUPPLY/LAVKUS/20 / 2020_DGPCS_87768_1","Madhya Pradesh","2020_DGPCS_87768_1",88,"(60,Inf]"
"618","53645",2020-08-13,2020-05-02,"Supply of Alumina Ferric liquid as per IS 299/2012 (as amended up to date) for water purification at all water treatment plants of Nashik Municipal Corporation/ NMC/WSMD/04/2020-21 / 2020_NMC_574148_1","Maharashtra","2020_NMC_574148_1",103,"(60,Inf]"
"619","53607",2020-07-03,2020-05-02,"SUPPLY/ ETC-II/L/12/2020-21 / 2020_UPTCL_465088_1","Uttar Pradesh","2020_UPTCL_465088_1",62,"(60,Inf]"
"620","53548",2020-07-22,2020-05-04,"Cleaning of moisture and insulation of coating with Belzona polymeric compound material on 11 kV Bus Bar of  11 kV VCB Panels set (Make BHEL) of 125/16 MVA 66/11 kV Power T/F T-1 including labour and material complete in all respect/ ENIT-07/TSYNR/2020-21 Dated 02.05.2020 / 2020_HBC_127484_1","Haryana","2020_HBC_127484_1",79,"(60,Inf]"
"621","53493",2020-08-12,2020-05-04,"S/R TO PHC SUB CENTRE BUILDING AT BHAMBERI TQ TELHARA DIST AKOLA/ GP Bhamberi Tender Notice 2020-21 / 2020_AKOLA_574226_1","Maharashtra","2020_AKOLA_574226_1",100,"(60,Inf]"
"622","53500",2020-08-04,2020-05-04,"Improvement of road from Dharmi to Jamalpur (Ch650.00 to 1650.00 m) under SOPD-G for the year 2019-20, Dholai LAC./ T/CC/ETN/HKD/2020-21/24(T) / 2020_PWD_17390_4","Assam","2020_PWD_17390_4",92,"(60,Inf]"
"623","53464",2020-06-21,2020-05-04,"NIT 2 Rate Contract for the work of drilling of borehole for Hand pump with construction of sock pit and plate form and Providing-installation of related material in Urban and Rural areas under the jurisdiction of PHED Division Kishangarh/ NIT NO 1 to 3 /2020-21 of SE PHED Circle Ajmer / 2020_PHCJA_182952_2","Rajasthan","2020_PHCJA_182952_2",48,"(20,60]"
"624","53413",2020-08-10,2020-05-04,"SUPPLY OF FOOD MATERIAL IN DISTRICT JAIL RAISEN/ 380/FOOD/RAISEN/2020 / 2020_DGPCS_87976_1","Madhya Pradesh","2020_DGPCS_87976_1",98,"(60,Inf]"
"625","53417",2020-08-10,2020-05-04,"SUPPLY OF VEGETABLE MATERIAL IN DISTRICT JAIL RAISEN/ 380/VEGETABLE/RAISEN/2020 / 2020_DGPCS_87978_1","Madhya Pradesh","2020_DGPCS_87978_1",98,"(60,Inf]"
"626","53395",2020-08-10,2020-05-04,"SUPPLY OF MEDICINE IN DISTRICT JAIL RAISEN/ 380/MEDICINE/RAISEN/2020 / 2020_DGPCS_87981_1","Madhya Pradesh","2020_DGPCS_87981_1",98,"(60,Inf]"
"627","53396",2020-08-10,2020-05-04,"Construction of Viral Research Diagnostic Laboratory at Dr Shankarrao Chavan Govt. Medical College Vishnupuri Nanded./ PWD/NED/3/2020-21 / 2020_PWR_574295_2","Maharashtra","2020_PWR_574295_2",98,"(60,Inf]"
"628","53260",2020-08-11,2020-05-04,"Tender No E-2137 /HBPCL/PC/ Supply Installation Testing and Commissioning of Medical Gas Piping system and Operation Theater Items /2019-20/ Tender No. E-2137 /HBPCL/PC/ Supply Installation T / 2019_HBPCL_520531_2","Maharashtra","2019_HBPCL_520531_2",99,"(60,Inf]"
"629","53127",2020-05-29,2020-05-05,"Construction of 12 type II and 6 type III houses in Police Station IMT Faridabad/ 2020/HPHC/MAY-07-1/04 / 2020_HBC_127604_1","Haryana","2020_HBC_127604_1",24,"(20,60]"
"630","53087",2020-07-01,2020-05-05,"Up-gradation of road / Parking and estate services in complex of RTC Bhondsi Distt Gurugram/ 2020/HPHC/MAY-07-1/09 / 2020_HBC_127643_1","Haryana","2020_HBC_127643_1",57,"(20,60]"
"631","53088",2020-07-01,2020-05-05,"Providing fire fighting system in 13 tower (type II houses (stilt Plus 6) in police Lines, Manesar Distt Gurugram/ 2020/HPHC/MAY-07-1/08 / 2020_HBC_127640_1","Haryana","2020_HBC_127640_1",57,"(20,60]"
"632","53061",2020-07-31,2020-05-05,"Construction of cement concrete road at A) Kandvel B) Rangaon Ward No3 C) Taskheda Ward No.2 D) Raipur  Ward No.1 and 2 E) Udhali Bk Ward No.1 F) Balwadi and Fixising Paving Block G) Koloda H) Construction of Smashanbhumi at Kandvel. Tal- Raver/ E-Tender Notice No-3 For 2020-21 / 2020_PWR_574592_3","Maharashtra","2020_PWR_574592_3",87,"(60,Inf]"
"633","53064",2020-07-31,2020-05-05,"1) Construction Of WBM Road From Purnai Hotel to Old Kurha Road At Khamkheda 2) Construction of WBM Road From Icchapur to Smashanbhumi 3) Construction Of Concrete Road From Jondhankheda Bus Stand To ZP. School At Jondhankheda Tal Muktainagar/ E-Tender Notice No-3 For 2020-21 / 2020_PWR_574592_1","Maharashtra","2020_PWR_574592_1",87,"(60,Inf]"
"634","52996",2020-08-04,2020-05-05,"Anti erosion measures to protect the erosion of river Tihu at Pacca under SOPD for the year 2019-20/ NALBARI/2019-20/SOPD-G/II / 2020_DoWR_17402_1","Assam","2020_DoWR_17402_1",91,"(60,Inf]"
"635","52935",2020-06-24,2020-05-06,"Construction and commissioning of 125mm diameter Hand Pump with recharge structure in Rocky/Boulder strata in Sub Division Rajgarh District Alwar  (Annual rate contract basis)/ 06/2020-21 / 2020_PHCJA_182985_1","Rajasthan","2020_PHCJA_182985_1",49,"(20,60]"
"636","52938",2020-06-24,2020-05-06,"Providing, Laying Jointing Testing and commissioning of HDPE/DI pipeline of various sizes Under PHED Division Rajgarh District Alwar including Defect Liability on Rate Contract Basis/ 09/2020-21 / 2020_PHCJA_183043_1","Rajasthan","2020_PHCJA_183043_1",49,"(20,60]"
"637","52940",2020-06-24,2020-05-06,"Modernisation/Repairing of Executive Engineer Office Building Division Rajgarh at Rajgarh Distt Alwar/ 10/2020-21 / 2020_PHCJA_183044_1","Rajasthan","2020_PHCJA_183044_1",49,"(20,60]"
"638","52871",2020-06-19,2020-05-06,"Construction of 30 Bedded MCH Building at Jagraon District Ludhiana/ PHSC/EE (W)/2019-20/39 / 2020_DHFW_44545_5","Punjab","2020_DHFW_44545_5",44,"(20,60]"
"639","52872",2020-06-25,2020-05-06,"Protection of Barmurikana area at Ch25th Km L/B of river Pagladia from NT Road to Bijulighat Ph-II (D/S) under SOPD for the year 2019-20/ NALBARI/2019-20/SOPD-G/I / 2020_DoWR_17407_1","Assam","2020_DoWR_17407_1",50,"(20,60]"
"640","52863",2020-07-01,2020-05-06,"Providing and fixing false ceiling, partion, PVC flooring floated glass etc obstetric HDU-ICUs in SHKM GMC Nalhar Distt. NUH/ 2020/HPHC/MAY-07-1/13 / 2020_HBC_127723_1","Haryana","2020_HBC_127723_1",56,"(20,60]"
"641","52867",2020-06-19,2020-05-06,"Construction of CHC Doraha District Ludhiana/ PHSC/EE (W)/2019-20/40 / 2020_DHFW_44661_5","Punjab","2020_DHFW_44661_5",44,"(20,60]"
"642","52846",2020-06-01,2020-05-06,"Providing Medical Gas Pipe line System Existing G-11 Building at Sassoon General Hospital Pune/ E-Tender Notice No. 1 for 2020-21/Work No.2 / 2020_PWDRP_574747_1","Maharashtra","2020_PWDRP_574747_1",26,"(20,60]"
"643","52847",2020-06-01,2020-05-06,"Providing Central Sterile Supply System, Pneumatic Tube System, Biomedical Chutes in G-11 Multi Storeyed Building of Sassoon General Hospital and B J. Medical College Pune./ E-Tender Notice No. 1 for 2020-21/Work No.3 / 2020_PWDRP_574750_1","Maharashtra","2020_PWDRP_574750_1",26,"(20,60]"
"644","52848",2020-06-01,2020-05-06,"Providing 8 (Eight) Major Modular Operation Theatres and 2 (Two) Transplant Operation Theatre at 11 th Floor in G-11 Multi Storeyed Building of Sassoon General Hospital, Pune/ E-Tender Notice No. 1 for 2020-21/Work No.1 / 2020_PWDRP_574741_1","Maharashtra","2020_PWDRP_574741_1",26,"(20,60]"
"645","52814",2020-09-11,2020-05-06,"Recontruction of road from Howraghat Town to Uttar Borbil Natun Bazar via Pan Engti Gaon/ DPU/SOPD-G/05/2020/5Ra / 2020_KAAC_17408_1","Assam","2020_KAAC_17408_1",128,"(60,Inf]"
"646","52815",2020-09-10,2020-05-06,"Reconstruction of road from NH-36 to PCA road via Samding Bey/ DPU/SOPD-G/05/2020/6Ra / 2020_KAAC_17410_1","Assam","2020_KAAC_17410_1",127,"(60,Inf]"
"647","52816",2020-08-17,2020-05-06,"Construction of road from NH-36 Gobind Rongpi to Sam Taro village/ DPU/SOPD-G/05/2020/1Ra / 2020_KAAC_17403_1","Assam","2020_KAAC_17403_1",103,"(60,Inf]"
"648","52819",2020-09-15,2020-05-06,"Reconstruction of road from Howraghat to Pub-Dikharu via Jamunagaon/ DPU/SOPD-G/05/2020/4Ra / 2020_KAAC_17406_1","Assam","2020_KAAC_17406_1",132,"(60,Inf]"
"649","52801",2020-08-13,2020-05-06,"Reconstruction of road from Rajapathar Tiniali Bazar to Longsek Athoi Chariali/ DPU/SOPD-G/05/2020/8Ra / 2020_KAAC_17414_1","Assam","2020_KAAC_17414_1",99,"(60,Inf]"
"650","52769",2020-08-12,2020-05-06,"Reconstruction of road from Rangchingrum Tiniali to AIR( All India Radio) Centre to Rongmirdan link road/ DPU/SOPD-G/05/2020/9Ra / 2020_KAAC_17417_1","Assam","2020_KAAC_17417_1",98,"(60,Inf]"
"651","52713",2020-07-23,2020-05-06,"Anganwadi construction/ 28/ET/AE/LSGD/VLR/2019-20 / 2020_LSGD_355184_1","Kerala","2020_LSGD_355184_1",78,"(60,Inf]"
"652","52714",2020-12-03,2020-05-06,"Anti-erosion measures to protect Singirbond area from the erosion of river Borak on its L/B/ SILCHAR/2019-20/SOPD/I / 2020_DoWR_17062_2","Assam","2020_DoWR_17062_2",211,"(60,Inf]"
"653","52678",2020-08-23,2020-05-06,"Malappuram DP Annual Plan (2020-21), Project No 1072-21 Tirur District Hospital Geriatric Ward (1072-21)/ DB4/TN/03/20-21 / 2020_LSGD_354772_48","Kerala","2020_LSGD_354772_48",109,"(60,Inf]"
"654","52551",2020-05-29,2020-05-07,"Additional Work for Govt College at Uklana Distt. Hisar/ 2020/HPHC/MAY-07-1/18 / 2020_HBC_127821_1","Haryana","2020_HBC_127821_1",22,"(20,60]"
"655","52556",2020-08-31,2020-05-07,"Special Repair to Sub Health Centre  at Village Nizampur and Mehmadpur   to HWC in Yamuna Nagar  Distt/ HWC-10 / 2020_HRY_118726_3","Haryana","2020_HRY_118726_3",116,"(60,Inf]"
"656","52558",2020-11-17,2020-05-07,"Special Repair to SHC at Village Machhrauli and Milk Khass to HWC in Yamuna Nagar  Distt/ HWC-13 / 2020_HRY_118734_3","Haryana","2020_HRY_118734_3",194,"(60,Inf]"
"657","52523",2020-07-14,2020-05-07,"Job Work for Computer Operator in the Office of Public Health Sub Division No2 Kaithal and Assistant Draftman for Maintain the Official Record in Drawing Branch PHE Circle Kaithal/ SE No.3864 Dt.20.03.2020 / 2020_HRY_124804_3","Haryana","2020_HRY_124804_3",68,"(60,Inf]"
"658","52526",2020-06-29,2020-05-07,"Thazhekode Grama Panchayath Annual Plan 2019-2020. Veterinary Hospital building related works (2nd stage) Project no-330/19-20 (Re Tender)/ 06AE/LSGD/TKD/2019-20 / 2020_LSGD_354987_28","Kerala","2020_LSGD_354987_28",53,"(20,60]"
"659","52511",2020-09-05,2020-05-07,"Const of various IPB Road in Shiv Nagar Ward No. 7 Hisar./ MCH/2020/05/02 / 2020_HRY_127831_1","Haryana","2020_HRY_127831_1",121,"(60,Inf]"
"660","52512",2020-11-24,2020-05-07,"Const of B/Wall in side, Shed and Main Gate Shamshan Ghat Ward No. 8 Hisar./ MCH/2020/05/04 / 2020_HRY_127835_1","Haryana","2020_HRY_127835_1",201,"(60,Inf]"
"661","52493",2020-07-15,2020-05-07,"Construction of new PHC Building at Kumusi PHC,Block Parjang Dhenkanal under NHM PIP for the year 2019-20/ Online KNR No- 03 of 2020-21 / 2020_CERWI_60947_3","Odisha","2020_CERWI_60947_3",69,"(60,Inf]"
"662","52494",2020-07-15,2020-05-07,"Construction of OPD Building at Baruan PHC, for the year 2019-20/ Online KNR No- 03 of 2020-21 / 2020_CERWI_60947_2","Odisha","2020_CERWI_60947_2",69,"(60,Inf]"
"663","52474",2020-07-19,2020-05-07,"Construction of RCCDrain and Slabs in ward No 12 in pipraich nagar panchayat Lot-29/29/ 2192/135C-GKP Circle/2020 dated 21-04-2020 / 2020_CEGKP_463647_29","Uttar Pradesh","2020_CEGKP_463647_29",73,"(60,Inf]"
"664","52412",2020-06-18,2020-05-08,"PANMANA GP 2020-21, P121/21 THAYYIL KIP CANAL ROAD CONCRETE WARD 08/ 01/2020-21/AE/LSGD/PNA/TER / 2020_LSGD_355252_14","Kerala","2020_LSGD_355252_14",41,"(20,60]"
"665","52413",2020-06-25,2020-05-08,"Construction of Road from Nazatpur  to Lathimara under SOPD-G for the year 2019-20, Katigorah LAC/ T/CC/ETN/SIL/2019-20/33(T) / 2020_PWD_17426_1","Assam","2020_PWD_17426_1",48,"(20,60]"
"666","52416",2020-08-04,2020-05-08,"Improvement of Katakhal Station road (Ch0.00m to Ch.230.00m) under SOPD-G for the year 2019-20 (L 230.00m) under Hailakandi Rural Road Division./ T/CC/ETN/HKD/2020-21/40(T) / 2020_PWD_17421_1","Assam","2020_PWD_17421_1",88,"(60,Inf]"
"667","52417",2020-08-19,2020-05-08,"Reconstruction of road from NHH-39 at Ghorialdubi to Nawkata/ DPU/SOPD-G/05/2020/12Ra / 2020_KAAC_17424_1","Assam","2020_KAAC_17424_1",103,"(60,Inf]"
"668","52418",2020-08-18,2020-05-08,"PANMANA GP 2020-21, P -85 LOURDE MATHA CONVENT KMMLMS CONCRETE WARD 17/ 01/2020-21/AE/LSGD/PNA/TER / 2020_LSGD_355252_15","Kerala","2020_LSGD_355252_15",102,"(60,Inf]"
"669","52420",2020-08-28,2020-05-08,"Improvement of Moridhal to Perabhari Road  Construction of RCC bridge No 1/1 over river  Rai Nodi  under SOPD -G for the year 2019-20  under  Dhemaji Territorial Road Division/ ACE/TEZ/CS/NLC/2020-21/08 / 2020_PWD_17420_8","Assam","2020_PWD_17420_8",112,"(60,Inf]"
"670","52393",2020-06-15,2020-05-08,"PANMANA GP 2020-21 P 126/21, PRIYADARSINI FOOTPATH CONCRETE WARD 07/ 01/2020-21/AE/LSGD/PNA/TER / 2020_LSGD_355252_9","Kerala","2020_LSGD_355252_9",38,"(20,60]"
"671","52394",2020-06-18,2020-05-08,"CMLRRP SARITHA JN TO KARALI THAIKKAVU JN ROAD RETARRING IN PANMANA GP WARD 16/ 01/2020-21/AE/LSGD/PNA/TER / 2020_LSGD_355252_1","Kerala","2020_LSGD_355252_1",41,"(20,60]"
"672","52395",2020-06-18,2020-05-08,"PANMANA GP 2020-21-P95/21, THODIYIMEL PALLICKAL KADAVU ROAD CONCRETE  WERD 22/ 01/2020-21/AE/LSGD/PNA/TER / 2020_LSGD_355252_12","Kerala","2020_LSGD_355252_12",41,"(20,60]"
"673","52371",2020-10-28,2020-05-08,"Renovation of Computer lab,  Research (Shodh) Room, and Hostel Building and Extension of 02 Nos Room at BTI Mandla and Maintenance Work at DIET, Mandla/ 01 (Gr 12)/20-21 Dt 29-05-2020 / 2020_PWDRB_87574_1","Madhya Pradesh","2020_PWDRB_87574_1",173,"(60,Inf]"
"674","52373",2020-07-01,2020-05-08,"Providing HT Electric Service Connection for Super Specialty Hospital Building of MGM Medical College for COVID-19 (Urgent work) Indore/ 5/SAC/EM/INDORE/2020-21 Date 07.05.20 / 2020_PWDRB_88368_1","Madhya Pradesh","2020_PWDRB_88368_1",54,"(20,60]"
"675","52335",2020-05-16,2020-05-08,"Constructing Internal Cement Concrete Road  2, Constructing Anganwadi Building At Khandbara (VP.Khandbara)/ GP/ Khandbara/E-Tender/2020-21 / 2020_NANDU_575020_4","Maharashtra","2020_NANDU_575020_4",8,"(0,20]"
"676","52248",2020-10-10,2020-05-08,"Construction of Police Station Administrative Building in Campus of All India Institute of Medical Science Gorakhpur/ 2241/135C-GKP Circle/2020 dated 23-04-2020 / 2020_CEGKP_463590_1","Uttar Pradesh","2020_CEGKP_463590_1",155,"(60,Inf]"
"677","52218",2020-08-13,2020-05-08,"Reconstruction of road from Dharamtul to Molesh Basti/ DPU/SOPD-G/06/2020/6R / 2020_KAAC_17437_1","Assam","2020_KAAC_17437_1",97,"(60,Inf]"
"678","52189",2020-08-31,2020-05-08,"Supplying,fitting of railing track for rolling the 600MM pipe at upstream side dam,to outlet of pipe including with material,labour,installation and transport charges MI.Tank at Bamnoli, Tal.Panvel, Dist. Pune/ E-Tender Notice No. G-04 for 2020-2021 / 2020_WRDMN_575129_1","Maharashtra","2020_WRDMN_575129_1",115,"(60,Inf]"
"679","52118",2020-09-17,2020-05-08,"C/O 5/7 mtr wide formation cutting , X-drainage works, road side parapets, essential Kharanja Soling , unlined drain,, C/O 400 mtr span slab culvert and C/O dumping site from km 0/0 to 5/390)(PROPOSED SHAHID  ASHOK RANA MEMORIL ROAD)/ 24-74 DATED 22.04.2020 / 2020_PWD_36993_1","Himachal Pradesh","2020_PWD_36993_1",132,"(60,Inf]"
"680","52069",2020-07-09,2020-05-08,"DNIT for the work of A/Mtc of Water Supply Schemes  falling under Public Health Engg. Divn. Gurugram  Mtc. of Pumping Machinery of existing in various villages under jurisdiction of Public Health Engg. Sub Division No. 3 Gurugram and all other works/ Gurugram 3485-3559 dated 08/05/2020 / 2020_HRY_127982_1","Haryana","2020_HRY_127982_1",62,"(60,Inf]"
"681","52059",2020-08-20,2020-05-08,"Construction of road from NH-39 at No3 Dilawjan to RJ road/ DPU/SOPD-G/06/2020/11R / 2020_KAAC_17448_1","Assam","2020_KAAC_17448_1",104,"(60,Inf]"
"682","52060",2020-07-09,2020-05-08,"DNIT for the work of A/Mtc of Water Supply Schemes  falling under Public Health Engg. Divn. Gurugram  Mtc. of Pumping Machinery of existing in various villages under jurisdiction of Public Health Engg. Sub Division No. 1 Gurugram and all other works/ Gurugram 3410-3484 dated 08/05/2020 / 2020_HRY_127985_1","Haryana","2020_HRY_127985_1",62,"(60,Inf]"
"683","52047",2020-08-20,2020-05-09,"Imp of road from NH-39 at Dilawjan to RJ road via Kachari Basti/ DPU/SOPD-G/06/2020/12R / 2020_KAAC_17451_1","Assam","2020_KAAC_17451_1",103,"(60,Inf]"
"684","51978",2020-06-10,2020-05-09,"Establishment of 10 Bedded ICU Ward Intensive Care Unit at  District Hospital Morena and Sheopur/ NIT 01/2020-21 / 2020_DHS_88351_1","Madhya Pradesh","2020_DHS_88351_1",32,"(20,60]"
"685","51979",2020-06-10,2020-05-09,"Establishment of 10 Bedded ICU Ward Intensive Care Unit at  District  Hospital  Datia  and 15 Bedded ICU Ward at DH Bhind and 20 Bedded ICU Ward at DH Gwalior/ NIT 01/2020-21 / 2020_DHS_88350_1","Madhya Pradesh","2020_DHS_88350_1",32,"(20,60]"
"686","51980",2020-06-10,2020-05-09,"Establishment of 10 Bedded ICU Ward Intensive Care Unit at District Hospital Guna, Shivpuri and Ashoknagar/ NIT 01/2020-21 / 2020_DHS_88349_1","Madhya Pradesh","2020_DHS_88349_1",32,"(20,60]"
"687","51962",2020-05-27,2020-05-09,"Constructing Dual Pump Mini Water Scheme and Drilling Borewell and Fixing Hand Pump VP Thuva Ta. Navapur Dist.Nandurbar/ GP/TH/ E-T/Annual/labour and Other /2020-21 / 2020_NANDU_575256_2","Maharashtra","2020_NANDU_575256_2",18,"(0,20]"
"688","51963",2020-05-27,2020-05-09,"Estimate for Repairing Hand Pump VP Thuva Ta. Navapur Dist.Nandurbar/ GP/TH/ E-T/Annual/labour and Other /2020-21 / 2020_NANDU_575256_3","Maharashtra","2020_NANDU_575256_3",18,"(0,20]"
"689","51948",2020-06-24,2020-05-09,"CONSTRUCTION OF PROPOSED PHC   1 NOS G-TYPE QUARTER AND 1 NOS HTYPE QUARTER AT SUKHI SEWANIYA  DISTT BHOPAL MP/ 31/2020/BHOPAL SUKHI SEWANIYA / 2020_PWPIU_81144_2","Madhya Pradesh","2020_PWPIU_81144_2",46,"(20,60]"
"690","51931",2020-08-05,2020-05-09,"Supply of vegitable Item at Jila Jail Anuppur Distt Anuppur/ 396 Dt 0505.20 / 2020_DGPCS_88644_1","Madhya Pradesh","2020_DGPCS_88644_1",88,"(60,Inf]"
"691","51933",2020-08-05,2020-05-09,"Supply of Genral Item at Jila Jail Anuppur Distt Anuppur/ 396 Dt 0505.20 / 2020_DGPCS_88643_1","Madhya Pradesh","2020_DGPCS_88643_1",88,"(60,Inf]"
"692","51936",2020-08-05,2020-05-09,"Supply of Food Item at Jila Jail Anuppur Distt Anuppur/ 396 Dt 0505.20 / 2020_DGPCS_88642_1","Madhya Pradesh","2020_DGPCS_88642_1",88,"(60,Inf]"
"693","51915",2020-08-21,2020-05-09,"Construction of Road from  baraf factory to dogran Moh Upto sabji mandi in ward no 3 Hisar/ MCH/CIVILWORK/1 / 2020_HRY_127967_1","Haryana","2020_HRY_127967_1",104,"(60,Inf]"
"694","51844",2020-06-23,2020-05-11,"Processing of solid waste within the municipal limits, disposal of it in a scientific manner, preparation of compost, separation of plastics and preparation of green belts/ Health _Work No 02- 20-2021 / 2020_DMA_575372_1","Maharashtra","2020_DMA_575372_1",43,"(20,60]"
"695","51736",2020-06-25,2020-05-11,"BT. Patch Repair work on Various road under Gulabganj Gyaraspur Section Sub.-Division PWD. Vidisha No. 1. PAC 19.90 Lacs., SOR  29.8.2017/ 10/PWD/Vidisha/2020-21 / 2020_PWDRB_88439_1","Madhya Pradesh","2020_PWDRB_88439_1",45,"(20,60]"
"696","51711",2020-06-16,2020-05-11,"NIT for Watch and Ward and Monitoring of Semrakhas Tank Salabarru Tank and Nagpura Nagjhiri Tank in Rainy Season Year 2020-21 Under Water Resources Sub Division Deori/ 420/2715001/EDP/E-in-C/2020-21 Dated 05/05/2020 / 2020_WRD_87602_1","Madhya Pradesh","2020_WRD_87602_1",36,"(20,60]"
